worker_id,team_id,session,item_id,A,M,assistance_arm,difficulty,y_true,ai_confidence,ai_suggestion,human_decision,override,correct
8,3,6,s6_i36,0,feature_2G,Calib,0.25394993375898056,0,0.6895304471000894,1,1,0,0
8,3,6,s6_i37,0,feature_2G,Calib,0.11329987708049061,0,0.6619698265645937,1,0,1,1
8,3,6,s6_i38,0,feature_2G,Calib,0.32402519477109354,0,0.7166098100706851,1,1,1,0
8,3,6,s6_i39,0,feature_2G,Calib,0.3554299141614538,1,0.6535516144805619,1,1,0,1
8,3,7,s7_i0,0,feature_2G,Rationale,0.1742748863013145,1,0.7324268480854591,1,1,0,1
8,3,7,s7_i1,0,feature_2G,Rationale,0.6573060354693948,0,0.5662546215964361,1,1,1,0
8,3,7,s7_i2,0,feature_2G,Rationale,0.12287510043365077,1,0.6190070951657693,1,1,1,1
8,3,7,s7_i3,0,feature_2G,Rationale,0.194639316133817,1,0.5772038493775702,1,0,1,0
8,3,7,s7_i4,0,feature_2G,Rationale,0.23620560869390847,0,0.8137345158938196,1,1,0,0
8,3,7,s7_i5,0,feature_2G,Rationale,0.1202727879908006,0,0.8551957488360122,1,1,0,0
8,3,7,s7_i6,0,feature_2G,Rationale,0.13896542923688693,1,0.702592881236072,1,1,0,1
8,3,7,s7_i7,0,feature_2G,Rationale,0.21527725280103088,0,0.7485281105014233,1,1,0,0
8,3,7,s7_i8,0,feature_2G,Rationale,0.03232716138900398,0,0.6985525141054266,1,1,0,0
8,3,7,s7_i9,0,feature_2G,Rationale,0.24996952971977737,1,0.6821584460273346,1,1,1,1
8,3,7,s7_i10,0,feature_2G,Rationale,0.20692994086053523,1,0.6586696207429868,1,1,0,1
8,3,7,s7_i11,0,feature_2G,Rationale,0.7497419915017208,1,0.5230156587602804,1,0,1,0
8,3,7,s7_i12,0,feature_2G,Rationale,0.4280373409375209,1,0.709536537713257,1,1,0,1
8,3,7,s7_i13,0,feature_2G,Rationale,0.14882259893553312,1,0.6200928832050272,1,1,1,1
8,3,7,s7_i14,0,feature_2G,Rationale,0.048957695273793095,0,0.6907693830255999,1,1,1,0
8,3,7,s7_i15,0,feature_2G,Rationale,0.13182323716929126,1,0.8228537261617421,1,1,0,1
8,3,7,s7_i16,0,feature_2G,Rationale,0.30786771511674443,0,0.7263632288047532,1,0,1,1
8,3,7,s7_i17,0,feature_2G,Rationale,0.50029483762008,0,0.6094401025290466,1,1,0,0
8,3,7,s7_i18,0,feature_2G,Rationale,0.2666678369428009,1,0.5932503797208893,1,1,1,1
8,3,7,s7_i19,0,feature_2G,Rationale,0.2858288105709321,0,0.6081895324206295,1,1,1,0
8,3,7,s7_i20,0,feature_2G,Rationale,0.25157470685109606,0,0.620356328832182,1,1,0,0
8,3,7,s7_i21,0,feature_2G,Rationale,0.1443522199931395,0,0.5366544756315214,1,1,1,0
8,3,7,s7_i22,0,feature_2G,Rationale,0.12524500110539263,1,0.6267660983545231,1,1,1,1
8,3,7,s7_i23,0,feature_2G,Rationale,0.4933593502210088,0,0.7264889928458798,1,1,0,0
8,3,7,s7_i24,0,feature_2G,Rationale,0.0740950564501513,0,0.8141287354439183,1,1,0,0
8,3,7,s7_i25,0,feature_2G,Rationale,0.4591400420975186,1,0.6366044479495792,1,1,0,1
8,3,7,s7_i26,0,feature_2G,Rationale,0.15150122202569513,0,0.6986351108160007,1,1,1,0
8,3,7,s7_i27,0,feature_2G,Rationale,0.215212599995825,0,0.6796382918363623,1,1,0,0
8,3,7,s7_i28,0,feature_2G,Rationale,0.22301139866686284,1,0.6429268131999458,1,1,0,1
8,3,7,s7_i29,0,feature_2G,Rationale,0.5950531756971846,0,0.5428031881363747,1,1,0,0
8,3,7,s7_i30,0,feature_2G,Rationale,0.1430635861435507,1,0.6066702234124552,1,1,0,1
8,3,7,s7_i31,0,feature_2G,Rationale,0.25270964957361164,1,0.7229400160011943,1,1,1,1
8,3,7,s7_i32,0,feature_2G,Rationale,0.49674620139847675,0,0.6485593313829144,1,1,0,0
8,3,7,s7_i33,0,feature_2G,Rationale,0.5957053747912423,1,0.4062259401273945,0,0,0,0
8,3,7,s7_i34,0,feature_2G,Rationale,0.23251703434227777,0,0.686944382127676,1,1,0,0
8,3,7,s7_i35,0,feature_2G,Rationale,0.2735444439307399,0,0.45874381935527303,0,0,1,1
8,3,7,s7_i36,0,feature_2G,Rationale,0.22512133943884705,0,0.7056175655030541,1,1,0,0
8,3,7,s7_i37,0,feature_2G,Rationale,0.1128969089037301,1,0.792205724100842,1,1,0,1
8,3,7,s7_i38,0,feature_2G,Rationale,0.03896018306176973,0,0.8040131275775856,1,1,0,0
8,3,7,s7_i39,0,feature_2G,Rationale,0.09942962809697838,1,0.6991193733698712,1,1,0,1
8,3,8,s8_i0,0,feature_2G,None,0.07807067044398477,0,0.7656210060145006,1,1,1,0
8,3,8,s8_i1,0,feature_2G,None,0.05833484228877915,0,0.5712373230357843,1,0,1,1
8,3,8,s8_i2,0,feature_2G,None,0.17105684456653508,0,0.7625927428246942,1,1,1,0
8,3,8,s8_i3,0,feature_2G,None,0.0896113060875656,0,0.701061351511621,1,1,0,0
8,3,8,s8_i4,0,feature_2G,None,0.06367448808244006,0,0.7448251636967534,1,1,0,0
8,3,8,s8_i5,0,feature_2G,None,0.2574554829325527,0,0.7248461624598582,1,1,0,0
8,3,8,s8_i6,0,feature_2G,None,0.5230373111722022,0,0.5592282867541596,1,1,0,0
8,3,8,s8_i7,0,feature_2G,None,0.15731057039721738,1,0.7068361432834527,1,1,0,1
8,3,8,s8_i8,0,feature_2G,None,0.30069331971961993,1,0.6908401261065573,1,1,1,1
8,3,8,s8_i9,0,feature_2G,None,0.3091991593539696,0,0.6455651216419921,1,1,0,0
8,3,8,s8_i10,0,feature_2G,None,0.16676812770150543,1,0.6474052365112205,1,1,0,1
8,3,8,s8_i11,0,feature_2G,None,0.2993362985569836,0,0.5900630185606872,1,1,0,0
8,3,8,s8_i12,0,feature_2G,None,0.2913855702802766,1,0.6031896756973563,1,1,0,1
8,3,8,s8_i13,0,feature_2G,None,0.10382186280691867,1,0.6794403398692072,1,1,0,1
8,3,8,s8_i14,0,feature_2G,None,0.38376179925913856,1,0.6129499095212271,1,1,0,1
8,3,8,s8_i15,0,feature_2G,None,0.23211599626418708,1,0.7221686917740593,1,1,0,1
8,3,8,s8_i16,0,feature_2G,None,0.6071869367659839,0,0.7498954657645862,1,1,0,0
8,3,8,s8_i17,0,feature_2G,None,0.36273925380324984,0,0.6062862921340174,1,1,0,0
8,3,8,s8_i18,0,feature_2G,None,0.17593553982861182,1,0.69846958672911,1,1,0,1
8,3,8,s8_i19,0,feature_2G,None,0.09809170142932144,1,0.7708866823057868,1,1,1,1
8,3,8,s8_i20,0,feature_2G,None,0.2667343770707967,1,0.6808992190751343,1,1,0,1
8,3,8,s8_i21,0,feature_2G,None,0.4931976713147494,0,0.6496702679366191,1,1,0,0
8,3,8,s8_i22,0,feature_2G,None,0.3721814906696678,0,0.6224312751503216,1,1,0,0
8,3,8,s8_i23,0,feature_2G,None,0.1793936117831644,0,0.7721161110906082,1,1,0,0
8,3,8,s8_i24,0,feature_2G,None,0.5429645939750698,0,0.5721180870014299,1,1,0,0
8,3,8,s8_i25,0,feature_2G,None,0.055938860069398806,1,0.6877465011502326,1,1,0,1
8,3,8,s8_i26,0,feature_2G,None,0.23203125289368134,0,0.6675515232355254,1,1,0,0
8,3,8,s8_i27,0,feature_2G,None,0.27188245667441346,0,0.6093825035982513,1,0,1,1
8,3,8,s8_i28,0,feature_2G,None,0.253458852939002,1,0.6832795547432353,1,1,0,1
8,3,8,s8_i29,0,feature_2G,None,0.26247848054278955,1,0.593754422213577,1,0,1,0
8,3,8,s8_i30,0,feature_2G,None,0.17847041962407595,0,0.7041868937615601,1,1,1,0
8,3,8,s8_i31,0,feature_2G,None,0.3278670675671875,1,0.5418462126776514,1,1,1,1
8,3,8,s8_i32,0,feature_2G,None,0.11635535079049326,0,0.6415087886724081,1,1,0,0
8,3,8,s8_i33,0,feature_2G,None,0.11762417655977442,1,0.653342664197537,1,1,0,1
8,3,8,s8_i34,0,feature_2G,None,0.5029951312331156,1,0.6626874945067143,1,1,1,1
8,3,8,s8_i35,0,feature_2G,None,0.1760154408783999,0,0.6814006812834464,1,0,1,1
8,3,8,s8_i36,0,feature_2G,None,0.16205841419997488,1,0.770745992876145,1,1,1,1
8,3,8,s8_i37,0,feature_2G,None,0.2541904520150471,0,0.7619376472172708,1,1,0,0
8,3,8,s8_i38,0,feature_2G,None,0.3544231277664917,0,0.562362921825762,1,1,1,0
8,3,8,s8_i39,0,feature_2G,None,0.045847137623278855,0,0.6969605048029864,1,1,0,0
8,3,9,s9_i0,0,feature_2G,Calib,0.24152625517965684,1,0.529138637482005,1,1,0,1
8,3,9,s9_i1,0,feature_2G,Calib,0.28525989355288717,0,0.7053097017729024,1,1,0,0
8,3,9,s9_i2,0,feature_2G,Calib,0.44022057190155356,1,0.692952625311675,1,1,0,1
8,3,9,s9_i3,0,feature_2G,Calib,0.525509473652697,0,0.5752326971781363,1,1,0,0
8,3,9,s9_i4,0,feature_2G,Calib,0.3231003252313036,0,0.4878660543879311,0,0,0,1
8,3,9,s9_i5,0,feature_2G,Calib,0.46144217423263645,1,0.6759120580009049,1,1,1,1
8,3,9,s9_i6,0,feature_2G,Calib,0.3066117747796928,0,0.6438279477651735,1,1,1,0
8,3,9,s9_i7,0,feature_2G,Calib,0.39002677378553496,1,0.766896046530633,1,1,0,1
8,3,9,s9_i8,0,feature_2G,Calib,0.32078544831424066,0,0.6203084913393415,1,1,0,0
8,3,9,s9_i9,0,feature_2G,Calib,0.35515414146553426,0,0.7431405753315826,1,1,0,0
8,3,9,s9_i10,0,feature_2G,Calib,0.0699756484727878,1,0.7461476545045908,1,1,1,1
8,3,9,s9_i11,0,feature_2G,Calib,0.19854959252490248,1,0.5979939511034226,1,1,0,1
8,3,9,s9_i12,0,feature_2G,Calib,0.1444514668994477,1,0.6711337381392373,1,1,1,1
8,3,9,s9_i13,0,feature_2G,Calib,0.37680725441209134,1,0.6110053676182202,1,1,0,1
8,3,9,s9_i14,0,feature_2G,Calib,0.06915280756835271,1,0.7884008356998734,1,1,0,1
8,3,9,s9_i15,0,feature_2G,Calib,0.4113502790196456,0,0.6589972154801078,1,1,1,0
8,3,9,s9_i16,0,feature_2G,Calib,0.402677478301955,1,0.6120556068911507,1,0,1,0
8,3,9,s9_i17,0,feature_2G,Calib,0.27399757114533707,1,0.6464403475950353,1,1,1,1
8,3,9,s9_i18,0,feature_2G,Calib,0.34448017664928215,1,0.581497670620545,1,1,1,1
8,3,9,s9_i19,0,feature_2G,Calib,0.5067721941665808,1,0.6846050380513242,1,1,0,1
8,3,9,s9_i20,0,feature_2G,Calib,0.6003089351090856,1,0.5277567828445275,1,0,1,0
8,3,9,s9_i21,0,feature_2G,Calib,0.5221852060343328,0,0.6175764847170111,1,1,1,0
8,3,9,s9_i22,0,feature_2G,Calib,0.47447857816207334,0,0.689845373091162,1,1,0,0
8,3,9,s9_i23,0,feature_2G,Calib,0.0987128097253864,0,0.5970495918677353,1,1,0,0
8,3,9,s9_i24,0,feature_2G,Calib,0.19715809485879734,0,0.6773891563367244,1,1,0,0
8,3,9,s9_i25,0,feature_2G,Calib,0.30796027497762374,1,0.5390941013898588,1,1,0,1
8,3,9,s9_i26,0,feature_2G,Calib,0.3686537554779736,1,0.9112626316992506,1,1,0,1
8,3,9,s9_i27,0,feature_2G,Calib,0.4358362231177325,0,0.5252599826614649,1,1,0,0
8,3,9,s9_i28,0,feature_2G,Calib,0.1794210051477807,1,0.6299257136942207,1,1,0,1
8,3,9,s9_i29,0,feature_2G,Calib,0.42885774627141343,1,0.4740195183389573,0,0,0,0
8,3,9,s9_i30,0,feature_2G,Calib,0.6587348312451583,1,0.6366433540969235,1,1,1,1
8,3,9,s9_i31,0,feature_2G,Calib,0.1227137962872404,0,0.7164683629968664,1,1,0,0
8,3,9,s9_i32,0,feature_2G,Calib,0.2483959896505811,0,0.6433033870198058,1,0,1,1
8,3,9,s9_i33,0,feature_2G,Calib,0.4180476267976215,0,0.6082404905385119,1,1,1,0
8,3,9,s9_i34,0,feature_2G,Calib,0.09691729823342095,1,0.7933769410080177,1,1,0,1
8,3,9,s9_i35,0,feature_2G,Calib,0.2904959264536677,1,0.7300066408343574,1,1,0,1
8,3,9,s9_i36,0,feature_2G,Calib,0.2338561325167475,0,0.7730979966795766,1,1,0,0
8,3,9,s9_i37,0,feature_2G,Calib,0.3382770880660062,0,0.582771721000654,1,1,0,0
8,3,9,s9_i38,0,feature_2G,Calib,0.5160134847267358,0,0.6666317627313119,1,1,1,0
8,3,9,s9_i39,0,feature_2G,Calib,0.019187204274635578,0,0.6364252316663573,1,1,0,0
8,3,10,s10_i0,0,feature_2G,None,0.3356563960665914,0,0.589860098414897,1,0,1,1
8,3,10,s10_i1,0,feature_2G,None,0.47726054023623604,0,0.7779085820835361,1,1,1,0
8,3,10,s10_i2,0,feature_2G,None,0.5266361580012708,0,0.56956881110865,1,1,0,0
8,3,10,s10_i3,0,feature_2G,None,0.37955835395094156,0,0.6325585475997829,1,0,1,1
8,3,10,s10_i4,0,feature_2G,None,0.2612571441993452,1,0.6919541110594057,1,1,0,1
8,3,10,s10_i5,0,feature_2G,None,0.44675079781618837,0,0.5559442534918619,1,0,1,1
8,3,10,s10_i6,0,feature_2G,None,0.11287964079538583,1,0.7489977933967649,1,1,0,1
8,3,10,s10_i7,0,feature_2G,None,0.5974994872048136,1,0.5933960997214339,1,0,1,0
8,3,10,s10_i8,0,feature_2G,None,0.17775364568086927,0,0.6803962194148816,1,1,0,0
8,3,10,s10_i9,0,feature_2G,None,0.4978774179738787,1,0.7209101542929321,1,0,1,0
8,3,10,s10_i10,0,feature_2G,None,0.2897701303891845,0,0.7687160383888079,1,1,1,0
8,3,10,s10_i11,0,feature_2G,None,0.10808421977354989,0,0.7269087304568556,1,1,0,0
8,3,10,s10_i12,0,feature_2G,None,0.30346478029229906,0,0.7046989861444625,1,1,0,0
8,3,10,s10_i13,0,feature_2G,None,0.3893022146436201,0,0.7003684541989792,1,1,0,0
8,3,10,s10_i14,0,feature_2G,None,0.03637361011356863,0,0.6603618688017596,1,1,0,0
8,3,10,s10_i15,0,feature_2G,None,0.2477205929864197,1,0.5531646364553038,1,1,1,1
8,3,10,s10_i16,0,feature_2G,None,0.49279384680040467,0,0.6798859553124387,1,1,0,0
8,3,10,s10_i17,0,feature_2G,None,0.13644030166169543,0,0.6996096545774131,1,1,0,0
8,3,10,s10_i18,0,feature_2G,None,0.3674876606575832,0,0.6394231993044194,1,1,0,0
8,3,10,s10_i19,0,feature_2G,None,0.14950379722905122,0,0.7441988363646563,1,1,0,0
8,3,10,s10_i20,0,feature_2G,None,0.19194932488384356,0,0.7705451791775813,1,0,1,1
8,3,10,s10_i21,0,feature_2G,None,0.2720928991045862,1,0.8083703135083965,1,0,1,0
8,3,10,s10_i22,0,feature_2G,None,0.18765843776269217,0,0.6485335070061515,1,0,1,1
8,3,10,s10_i23,0,feature_2G,None,0.3998158571915124,1,0.7363929145360116,1,1,0,1
8,3,10,s10_i24,0,feature_2G,None,0.3552105159571265,0,0.6971408700712528,1,1,0,0
8,3,10,s10_i25,0,feature_2G,None,0.050530953276818516,0,0.7296456588268629,1,1,0,0
8,3,10,s10_i26,0,feature_2G,None,0.09427562406598594,1,0.796973236283807,1,1,0,1
8,3,10,s10_i27,0,feature_2G,None,0.391840474081255,1,0.7827757338389341,1,1,0,1
8,3,10,s10_i28,0,feature_2G,None,0.4279004328073403,1,0.579768891023367,1,1,0,1
8,3,10,s10_i29,0,feature_2G,None,0.10928152655809127,1,0.7502612366246424,1,1,0,1
8,3,10,s10_i30,0,feature_2G,None,0.5069297825561846,0,0.5655744707359681,1,1,0,0
8,3,10,s10_i31,0,feature_2G,None,0.5366412868443823,1,0.7237477112376729,1,1,1,1
8,3,10,s10_i32,0,feature_2G,None,0.16897211668970308,1,0.743041916898044,1,1,0,1
8,3,10,s10_i33,0,feature_2G,None,0.41730708829485125,0,0.7267535146308945,1,1,1,0
8,3,10,s10_i34,0,feature_2G,None,0.30396910751247874,0,0.5740416471116889,1,1,0,0
8,3,10,s10_i35,0,feature_2G,None,0.08299862455767164,0,0.7584446252032538,1,1,0,0
8,3,10,s10_i36,0,feature_2G,None,0.14982441643165195,0,0.6703983889773073,1,1,0,0
8,3,10,s10_i37,0,feature_2G,None,0.30968038612236737,1,0.7858032617369548,1,1,0,1
8,3,10,s10_i38,0,feature_2G,None,0.21091675839206092,1,0.5698489605968384,1,1,0,1
8,3,10,s10_i39,0,feature_2G,None,0.3300264644694474,1,0.6290299494438459,1,1,0,1
9,7,1,s1_i0,1,hindi_text,Counter,0.016659026178135847,0,0.6290493370443381,1,1,0,0
9,7,1,s1_i1,1,hindi_text,Counter,0.43115406303171594,0,0.6539834592515639,1,1,0,0
9,7,1,s1_i2,1,hindi_text,Counter,0.3382341803752523,1,0.5581881725548998,1,1,0,1
9,7,1,s1_i3,1,hindi_text,Counter,0.30904594242760036,1,0.7099222190006441,1,1,0,1
9,7,1,s1_i4,1,hindi_text,Counter,0.3976516515339316,0,0.6917180156081489,1,1,0,0
9,7,1,s1_i5,1,hindi_text,Counter,0.4020734439521957,0,0.6181704412363893,1,1,1,0
9,7,1,s1_i6,1,hindi_text,Counter,0.2724168149004132,0,0.7270587322149648,1,1,0,0
9,7,1,s1_i7,1,hindi_text,Counter,0.5561911190200685,1,0.5630953946431885,1,1,0,1
9,7,1,s1_i8,1,hindi_text,Counter,0.1260849779332707,0,0.6185619573284533,1,1,0,0
9,7,1,s1_i9,1,hindi_text,Counter,0.3014462512092258,1,0.6943233728906825,1,1,0,1
9,7,1,s1_i10,1,hindi_text,Counter,0.05880810561141027,0,0.8739837396787502,1,1,0,0
9,7,1,s1_i11,1,hindi_text,Counter,0.3366460251540128,1,0.5574799124089536,1,1,0,1
9,7,1,s1_i12,1,hindi_text,Counter,0.07051626985952045,0,0.6665429409443057,1,1,1,0
9,7,1,s1_i13,1,hindi_text,Counter,0.10714255277900472,0,0.8475482299325326,1,1,1,0
9,7,1,s1_i14,1,hindi_text,Counter,0.20007681583830184,0,0.7016236760029996,1,1,0,0
9,7,1,s1_i15,1,hindi_text,Counter,0.4267662673935297,1,0.5734534539762037,1,1,1,1
9,7,1,s1_i16,1,hindi_text,Counter,0.27102866159133526,1,0.5911550829493644,1,1,0,1
9,7,1,s1_i17,1,hindi_text,Counter,0.26461232743047947,1,0.6387265113707005,1,1,0,1
9,7,1,s1_i18,1,hindi_text,Counter,0.5557498126470772,1,0.5953950651243624,1,1,0,1
9,7,1,s1_i19,1,hindi_text,Counter,0.216715378166598,0,0.47194342584929516,0,1,1,0
9,7,1,s1_i20,1,hindi_text,Counter,0.49614817579435655,0,0.7782946720441282,1,0,1,1
9,7,1,s1_i21,1,hindi_text,Counter,0.3093475559480609,1,0.6392488112283985,1,1,1,1
9,7,1,s1_i22,1,hindi_text,Counter,0.22386545194532934,1,0.7992412475631416,1,1,0,1
9,7,1,s1_i23,1,hindi_text,Counter,0.0741110261737918,1,0.7419071007099611,1,1,0,1
9,7,1,s1_i24,1,hindi_text,Counter,0.4065749303770014,0,0.6099733787157503,1,1,0,0
9,7,1,s1_i25,1,hindi_text,Counter,0.32474318883640035,0,0.5628613023411099,1,1,0,0
9,7,1,s1_i26,1,hindi_text,Counter,0.5443684057048547,0,0.5571683797197655,1,0,1,1
9,7,1,s1_i27,1,hindi_text,Counter,0.0969739951473294,0,0.7327919521720844,1,1,1,0
9,7,1,s1_i28,1,hindi_text,Counter,0.12891642107270052,1,0.6212194865055611,1,1,0,1
9,7,1,s1_i29,1,hindi_text,Counter,0.10659087382315272,0,0.6929039525916183,1,1,1,0
9,7,1,s1_i30,1,hindi_text,Counter,0.310194632146166,1,0.4613970648626552,0,0,1,0
9,7,1,s1_i31,1,hindi_text,Counter,0.1383065834391535,0,0.754312575135837,1,1,0,0
9,7,1,s1_i32,1,hindi_text,Counter,0.4687797772625669,1,0.6724212579381801,1,1,0,1
9,7,1,s1_i33,1,hindi_text,Counter,0.4285466593014469,0,0.6489079508158646,1,1,0,0
9,7,1,s1_i34,1,hindi_text,Counter,0.1467199369951677,0,0.7668679119819827,1,1,0,0
9,7,1,s1_i35,1,hindi_text,Counter,0.27503808885998776,1,0.7438545065087165,1,1,0,1
9,7,1,s1_i36,1,hindi_text,Counter,0.17230554783975793,1,0.6669024676436414,1,1,1,1
9,7,1,s1_i37,1,hindi_text,Counter,0.49265409821882433,0,0.5891424645982679,1,1,0,0
9,7,1,s1_i38,1,hindi_text,Counter,0.5312596551149271,1,0.7811417639856137,1,1,0,1
9,7,1,s1_i39,1,hindi_text,Counter,0.20725587367512208,1,0.6004139574428978,1,1,1,1
9,7,2,s2_i0,1,hindi_text,None,0.11954301373444279,0,0.6477239117304393,1,1,0,0
9,7,2,s2_i1,1,hindi_text,None,0.27707957913080616,1,0.648951528027236,1,1,0,1
9,7,2,s2_i2,1,hindi_text,None,0.33915390358821884,1,0.4761954706576099,0,1,1,1
9,7,2,s2_i3,1,hindi_text,None,0.4072960875745833,0,0.6836618178406586,1,1,0,0
9,7,2,s2_i4,1,hindi_text,None,0.06028042782908263,1,0.6925681436964828,1,1,0,1
9,7,2,s2_i5,1,hindi_text,None,0.23568641712206082,1,0.7339381779075999,1,1,0,1
9,7,2,s2_i6,1,hindi_text,None,0.19948393728645866,0,0.7398446189410335,1,1,0,0
9,7,2,s2_i7,1,hindi_text,None,0.0510572818745712,0,0.7090448954201357,1,1,0,0
9,7,2,s2_i8,1,hindi_text,None,0.2589652999604158,1,0.6428359092986776,1,1,1,1
9,7,2,s2_i9,1,hindi_text,None,0.34981321697026524,0,0.6319102466205462,1,1,0,0
9,7,2,s2_i10,1,hindi_text,None,0.42010277978023247,1,0.7437929440341492,1,1,0,1
9,7,2,s2_i11,1,hindi_text,None,0.3579423355688155,1,0.6063410979976042,1,1,0,1
9,7,2,s2_i12,1,hindi_text,None,0.22417238690102276,0,0.6019981089843904,1,0,1,1
9,7,2,s2_i13,1,hindi_text,None,0.21404392444275305,0,0.5374010286696241,1,1,0,0
9,7,2,s2_i14,1,hindi_text,None,0.4301659708270208,0,0.7054360242750704,1,1,0,0
9,7,2,s2_i15,1,hindi_text,None,0.15229839358551517,1,0.577297366921901,1,0,1,0
9,7,2,s2_i16,1,hindi_text,None,0.2414825008442874,1,0.616671791124572,1,0,1,0
9,7,2,s2_i17,1,hindi_text,None,0.2629208601099233,0,0.6675165707940843,1,1,0,0
9,7,2,s2_i18,1,hindi_text,None,0.46930416125187074,0,0.7268906512366531,1,0,1,1
9,7,2,s2_i19,1,hindi_text,None,0.3772480848197066,1,0.63896616658744,1,1,0,1
9,7,2,s2_i20,1,hindi_text,None,0.44338347182113813,1,0.6912431777257853,1,1,0,1
9,7,2,s2_i21,1,hindi_text,None,0.2983652897652512,1,0.728004537509456,1,1,0,1
9,7,2,s2_i22,1,hindi_text,None,0.2980974874206901,0,0.6621733420838852,1,1,0,0
9,7,2,s2_i23,1,hindi_text,None,0.13754584143121873,1,0.7055424147985377,1,1,0,1
9,7,2,s2_i24,1,hindi_text,None,0.10725874842950953,1,0.7535375726234185,1,1,0,1
9,7,2,s2_i25,1,hindi_text,None,0.41460450521215675,1,0.6702749870533184,1,1,1,1
9,7,2,s2_i26,1,hindi_text,None,0.27833472135106274,1,0.7063515567946629,1,1,1,1
9,7,2,s2_i27,1,hindi_text,None,0.3161576050622559,0,0.773331313543939,1,1,0,0
9,7,2,s2_i28,1,hindi_text,None,0.21027227473204954,0,0.8460084013372727,1,1,1,0
9,7,2,s2_i29,1,hindi_text,None,0.20311788041077086,0,0.5713992390451611,1,1,0,0
9,7,2,s2_i30,1,hindi_text,None,0.3685363249738949,0,0.634897220763861,1,1,0,0
9,7,2,s2_i31,1,hindi_text,None,0.3885367884523666,1,0.5860583765258596,1,1,1,1
9,7,2,s2_i32,1,hindi_text,None,0.48800108736925835,0,0.6259027278398983,1,0,1,1
9,7,2,s2_i33,1,hindi_text,None,0.19062683955422702,1,0.7999044127923699,1,1,0,1
9,7,2,s2_i34,1,hindi_text,None,0.29798868961134956,1,0.5466514279465996,1,0,1,0
9,7,2,s2_i35,1,hindi_text,None,0.3676029761009396,0,0.5974972154707093,1,1,0,0
9,7,2,s2_i36,1,hindi_text,None,0.15938421870550873,0,0.6648132671631438,1,0,1,1
9,7,2,s2_i37,1,hindi_text,None,0.17756265155370404,0,0.5411086830485605,1,1,0,0
9,7,2,s2_i38,1,hindi_text,None,0.3544620123788875,1,0.6118290900774342,1,0,1,0
9,7,2,s2_i39,1,hindi_text,None,0.3728596236154981,1,0.5777641135649336,1,1,1,1
9,7,3,s3_i0,1,hindi_text,Rationale,0.0315789507803933,0,0.7215964450913268,1,1,1,0
9,7,3,s3_i1,1,hindi_text,Rationale,0.10812534930943922,0,0.7486607433416972,1,1,0,0
9,7,3,s3_i2,1,hindi_text,Rationale,0.23345391551198405,0,0.5818908571620192,1,1,0,0
9,7,3,s3_i3,1,hindi_text,Rationale,0.3350538325262435,1,0.643514739319892,1,0,1,0
9,7,3,s3_i4,1,hindi_text,Rationale,0.667835986937812,1,0.44745178636047017,0,0,1,0
9,7,3,s3_i5,1,hindi_text,Rationale,0.27166600185078305,0,0.5707091964955356,1,0,1,1
9,7,3,s3_i6,1,hindi_text,Rationale,0.26326829979178745,0,0.6196775419869713,1,1,0,0
9,7,3,s3_i7,1,hindi_text,Rationale,0.40090008672326366,1,0.6453802603349891,1,1,1,1
9,7,3,s3_i8,1,hindi_text,Rationale,0.14162825461294984,0,0.8169197864387492,1,1,0,0
9,7,3,s3_i9,1,hindi_text,Rationale,0.33979838498460524,1,0.625427179658955,1,1,1,1
9,7,3,s3_i10,1,hindi_text,Rationale,0.3544388139056214,1,0.6049832841487593,1,1,1,1
9,7,3,s3_i11,1,hindi_text,Rationale,0.18980034867127948,0,0.74190375000107,1,0,1,1
9,7,3,s3_i12,1,hindi_text,Rationale,0.29482795985073484,0,0.608873767607491,1,1,0,0
9,7,3,s3_i13,1,hindi_text,Rationale,0.31653682811565104,0,0.6029489543243308,1,0,1,1
9,7,3,s3_i14,1,hindi_text,Rationale,0.11120618880816918,0,0.7069265284919044,1,1,1,0
9,7,3,s3_i15,1,hindi_text,Rationale,0.13449420592050362,0,0.8026068354724627,1,1,0,0
9,7,3,s3_i16,1,hindi_text,Rationale,0.4564574410413974,1,0.6757094027255289,1,1,0,1
9,7,3,s3_i17,1,hindi_text,Rationale,0.2574812454996556,1,0.632474842263772,1,1,0,1
9,7,3,s3_i18,1,hindi_text,Rationale,0.40306724353547885,0,0.5895476390728166,1,1,0,0
9,7,3,s3_i19,1,hindi_text,Rationale,0.28368252263269256,0,0.7164666610706083,1,1,1,0
9,7,3,s3_i20,1,hindi_text,Rationale,0.22704587357288786,1,0.747609650280668,1,1,0,1
9,7,3,s3_i21,1,hindi_text,Rationale,0.32437464060845317,1,0.5918049411561248,1,1,0,1
9,7,3,s3_i22,1,hindi_text,Rationale,0.42840583782647845,1,0.6781398075789531,1,1,0,1
9,7,3,s3_i23,1,hindi_text,Rationale,0.5819284410473146,0,0.5379896636972442,1,1,0,0
9,7,3,s3_i24,1,hindi_text,Rationale,0.2716244880741117,1,0.7009688271544577,1,1,1,1
9,7,3,s3_i25,1,hindi_text,Rationale,0.31294245268718746,1,0.7659766142641395,1,1,0,1
9,7,3,s3_i26,1,hindi_text,Rationale,0.3124699062524835,0,0.6146158907991582,1,1,0,0
9,7,3,s3_i27,1,hindi_text,Rationale,0.23628910095292746,0,0.7519301355051721,1,1,0,0
